t,v,k,N,Source
2,21,144,902.0,Direct product
2,21,145,906.0,Direct product generalized
2,21,168,907.0,Direct product
2,21,175,928.0,Direct product generalized
2,21,192,943.0,Direct product
2,21,193,949.0,Direct product generalized
2,21,216,950.0,Direct product
2,21,217,955.0,Direct product generalized
2,21,240,956.0,Direct product
2,21,241,964.0,Direct product generalized
2,21,264,965.0,Direct product
2,21,265,971.0,Direct product generalized
2,21,288,972.0,Direct product
2,21,312,973.0,Direct product
2,21,336,974.0,Direct product
2,21,360,975.0,Direct product
2,21,384,976.0,Direct product
2,21,432,977.0,Direct product
2,21,480,978.0,Direct product
2,21,528,979.0,Direct product
2,21,552,980.0,Direct product
2,21,553,981.0,Direct product generalized
2,21,576,982.0,Direct product
2,21,577,983.0,Direct product generalized
2,21,600,984.0,Direct product
2,21,601,986.0,Direct product generalized
2,21,624,987.0,Direct product
2,21,628,1006.0,Direct product generalized
2,21,633,1008.0,Direct product generalized
2,21,650,1009.0,Direct product generalized
2,21,657,1025.0,Direct product generalized
2,21,676,1027.0,Direct product
2,21,678,1039.0,Direct product generalized
2,21,680,1042.0,Direct product generalized
2,21,682,1046.0,Direct product generalized
2,21,684,1050.0,Direct product generalized
2,21,702,1051.0,Direct product generalized
2,21,708,1067.0,Direct product generalized
2,21,718,1068.0,Direct product generalized
2,21,722,1069.0,Direct product generalized
2,21,727,1070.0,Direct product generalized
2,21,728,1071.0,Direct product generalized
2,21,729,1087.0,Direct product generalized
2,21,734,1088.0,Direct product generalized
2,21,740,1089.0,Direct product generalized
2,21,749,1090.0,Direct product generalized
2,21,752,1091.0,Direct product generalized
2,21,754,1092.0,Direct product generalized
2,21,761,1107.0,Direct product generalized
2,21,767,1108.0,Direct product generalized
2,21,775,1109.0,Direct product generalized
2,21,780,1110.0,Direct product
2,21,782,1118.0,Direct product generalized
2,21,784,1121.0,Direct product generalized
2,21,786,1122.0,Direct product generalized
2,21,788,1124.0,Direct product generalized
2,21,796,1126.0,Direct product generalized
2,21,800,1127.0,Direct product generalized
2,21,803,1128.0,Direct product generalized
2,21,806,1129.0,Direct product generalized
2,21,810,1134.0,Direct product generalized
2,21,816,1144.0,Direct product
2,21,820,1148.0,Direct product generalized
2,21,822,1149.0,Direct product generalized
2,21,826,1150.0,Direct product generalized
2,21,830,1151.0,Direct product generalized
2,21,834,1152.0,Direct product generalized
2,21,839,1153.0,Direct product generalized
2,21,840,1154.0,Direct product generalized
2,21,841,1164.0,Direct product generalized
2,21,848,1165.0,Direct product generalized
2,21,853,1166.0,Direct product generalized
2,21,858,1167.0,Direct product generalized
2,21,865,1173.0,Direct product generalized
2,21,868,1174.0,Direct product generalized
2,21,870,1175.0,Direct product generalized
2,21,884,1184.0,Direct product
2,21,887,1191.0,Direct product generalized
2,21,895,1192.0,Direct product generalized
2,21,900,1193.0,Direct product generalized
2,21,905,1206.0,Direct product generalized
2,21,910,1207.0,Direct product generalized
2,21,918,1208.0,Direct product generalized
2,21,920,1209.0,Direct product generalized
2,21,924,1210.0,Direct product generalized
2,21,927,1211.0,Direct product generalized
2,21,930,1212.0,Direct product generalized
2,21,931,1224.0,Direct product generalized
2,21,941,1225.0,Direct product generalized
2,21,946,1226.0,Direct product generalized
2,21,951,1227.0,Direct product generalized
2,21,952,1228.0,Direct product generalized
2,21,954,1233.0,Direct product generalized
2,21,957,1234.0,Direct product generalized
2,21,958,1235.0,Direct product generalized
2,21,960,1236.0,Direct product generalized
2,21,969,1246.0,Direct product generalized
2,21,981,1247.0,Direct product generalized
2,21,984,1248.0,Direct product generalized
2,21,986,1249.0,Direct product generalized
2,21,990,1250.0,Direct product generalized
2,21,996,1264.0,Direct product generalized
2,21,1007,1265.0,Direct product generalized
2,21,1015,1266.0,Direct product generalized
2,21,1020,1267.0,Direct product generalized
2,21,1021,1281.0,Direct product generalized
2,21,1029,1282.0,Direct product generalized
2,21,1041,1283.0,Direct product generalized
2,21,1048,1284.0,Direct product generalized
2,21,1051,1285.0,Direct product generalized
2,21,1054,1286.0,Direct product generalized
2,21,1055,1303.0,Direct product generalized
2,21,1063,1304.0,Direct product generalized
2,21,1070,1305.0,Direct product generalized
2,21,1075,1306.0,Direct product generalized
2,21,1080,1307.0,Direct product generalized
2,21,1085,1308.0,Direct product generalized
2,21,1086,1309.0,Direct product generalized
2,21,1088,1310.0,Direct product generalized
2,21,1100,1321.0,Direct product generalized
2,21,1296,1322.0,Direct product
2,21,1297,1335.0,Direct product generalized
2,21,1320,1336.0,Direct product
2,21,1335,1343.0,Direct product generalized
2,21,1357,1344.0,Direct product generalized
2,21,1395,1348.0,Direct product generalized
2,21,1404,1352.0,Direct product
2,21,1406,1353.0,Direct product generalized
2,21,1410,1358.0,Direct product generalized
2,21,1432,1362.0,Direct product generalized
2,21,3456,1363.0,Direct product
2,21,3475,1367.0,Direct product generalized
2,21,3912,1368.0,Direct product
2,21,4025,1369.0,Direct product generalized
2,21,4032,1373.0,Direct product
2,21,4039,1389.0,Direct product generalized
2,21,4207,1390.0,Direct product generalized
2,21,4221,1395.0,Direct product generalized
2,21,4464,1404.0,Direct product
2,21,4600,1405.0,Direct product generalized
2,21,4602,1410.0,Direct product generalized
2,21,5016,1411.0,Direct product
2,21,5175,1412.0,Direct product generalized
2,21,5568,1417.0,Direct product
2,21,5750,1418.0,Direct product generalized
2,21,6120,1426.0,Direct product
2,21,6325,1427.0,Direct product generalized
2,21,6672,1433.0,Direct product
2,21,7224,1434.0,Direct product
2,21,7776,1435.0,Direct product
2,21,8640,1436.0,Direct product
2,21,8880,1437.0,Direct product
2,21,9984,1438.0,Direct product
2,21,11088,1439.0,Direct product
2,21,12192,1440.0,Direct product
2,21,13248,1441.0,Direct product
2,21,13272,1442.0,Direct product generalized
2,21,13824,1443.0,Direct product
2,21,13848,1444.0,Direct product generalized
2,21,14400,1445.0,Direct product
2,21,14424,1448.0,Direct product generalized
2,21,14976,1449.0,Direct product
2,21,14978,1466.0,Direct product generalized
2,21,15072,1467.0,Direct product generalized
2,21,15078,1468.0,Direct product generalized
2,21,15192,1469.0,Direct product
2,21,15600,1470.0,Direct product
2,21,15678,1471.0,Direct product generalized
2,21,15824,1486.0,Direct product generalized
2,21,15852,1487.0,Direct product generalized
2,21,15923,1488.0,Direct product generalized
2,21,16224,1489.0,Direct product
2,21,16434,1490.0,Direct product generalized
2,21,16441,1491.0,Direct product generalized
2,21,16534,1492.0,Direct product generalized
2,21,16536,1493.0,Direct product generalized
2,21,16564,1508.0,Direct product generalized
2,21,16900,1510.0,Direct product
2,21,17084,1511.0,Direct product generalized
2,21,17098,1512.0,Direct product generalized
2,21,17194,1513.0,Direct product generalized
2,21,17211,1514.0,Direct product generalized
2,21,17212,1515.0,Direct product generalized
2,21,17281,1527.0,Direct product generalized
2,21,17576,1529.0,Direct product
2,21,17680,1530.0,Direct product generalized
2,21,17681,1531.0,Direct product generalized
2,21,17768,1532.0,Direct product generalized
2,21,17838,1533.0,Direct product generalized
2,21,17880,1534.0,Direct product generalized
2,21,17888,1535.0,Direct product generalized
2,21,17902,1548.0,Direct product generalized
2,21,18040,1551.0,Direct product generalized
2,21,18226,1552.0,Direct product
2,21,18367,1553.0,Direct product generalized
2,21,18470,1554.0,Direct product generalized
2,21,18541,1555.0,Direct product generalized
2,21,18564,1556.0,Direct product generalized
2,21,18578,1569.0,Direct product generalized
2,21,18739,1570.0,Direct product generalized
2,21,18823,1571.0,Direct product generalized
2,21,18935,1572.0,Direct product generalized
2,21,18968,1573.0,Direct product generalized
2,21,19141,1574.0,Direct product generalized
2,21,19158,1575.0,Direct product generalized
2,21,19248,1576.0,Direct product generalized
2,21,19260,1587.0,Direct product generalized
2,21,19304,1589.0,Direct product generalized
2,21,19376,1590.0,Direct product generalized
2,21,19461,1591.0,Direct product generalized
2,21,19509,1592.0,Direct product generalized
2,21,19573,1593.0,Direct product generalized
2,21,19762,1594.0,Direct product generalized
2,21,19838,1595.0,Direct product generalized
2,21,19856,1596.0,Direct product generalized
2,21,19943,1597.0,Direct product generalized
2,21,19944,1598.0,Direct product generalized
2,21,19964,1607.0,Direct product generalized
2,21,19976,1608.0,Direct product generalized
2,21,20000,1609.0,Direct product generalized
3,21,6,9261.0,orthogonal array (Ji-Yin)
3,21,7,11253.0,orthogonal array fuse fuse postop NCK
3,21,8,11471.0,orthogonal array fuse fuse postop NCK
3,21,9,11720.0,orthogonal array fuse fuse postop NCK
3,21,10,11766.0,orthogonal array fuse fuse postop NCK
3,21,11,11841.0,orthogonal array fuse fuse postop NCK
3,21,12,11889.0,orthogonal array fuse fuse postop NCK
3,21,13,11929.0,orthogonal array fuse fuse postop NCK
3,21,14,11975.0,orthogonal array fuse fuse postop NCK
3,21,15,11990.0,orthogonal array fuse fuse postop NCK
3,21,16,12030.0,orthogonal array fuse fuse postop NCK
3,21,17,12047.0,orthogonal array fuse fuse postop NCK
3,21,18,12057.0,orthogonal array fuse fuse postop NCK
3,21,19,12069.0,orthogonal array fuse fuse postop NCK
3,21,20,12081.0,orthogonal array fuse fuse postop NCK
3,21,21,12091.0,orthogonal array fuse fuse postop NCK
3,21,22,12098.0,orthogonal array fuse fuse postop NCK
3,21,23,12117.0,orthogonal array fuse fuse postop NCK
3,21,24,12140.0,orthogonal array fuse fuse postop NCK
3,21,25,15392.0,orthogonal array fuse fuse fuse fuse postop NCK
3,21,26,15436.0,orthogonal array fuse fuse fuse fuse postop NCK
3,21,27,19052.0,orthogonal array fuse fuse fuse fuse fuse fuse postop NCK
3,21,28,19112.0,orthogonal array fuse fuse fuse fuse fuse fuse postop NCK
3,21,30,22210.0,Chateauneuf-Kreher doubling
3,21,32,22270.0,Chateauneuf-Kreher doubling
3,21,34,22307.0,Chateauneuf-Kreher doubling
3,21,36,22337.0,Chateauneuf-Kreher doubling
3,21,38,22369.0,Chateauneuf-Kreher doubling
3,21,40,22381.0,Chateauneuf-Kreher doubling
3,21,42,22411.0,Chateauneuf-Kreher doubling
3,21,44,22438.0,Chateauneuf-Kreher doubling
3,21,46,22457.0,Chateauneuf-Kreher doubling
3,21,48,22500.0,Chateauneuf-Kreher doubling
3,21,509,24307.0,SCPHF LFSR (TJ-IM) fuse fuse
3,21,553,24329.0,Raaphorst-Moura-Stevens fuse fuse
3,21,603,31217.0,SCPHF LFSR (TJ-IM) fuse fuse fuse fuse
3,21,651,31241.0,Raaphorst-Moura-Stevens fuse fuse fuse fuse
3,21,705,39327.0,SCPHF LFSR (TJ-IM) fuse fuse fuse fuse fuse fuse
3,21,757,39353.0,Raaphorst-Moura-Stevens fuse fuse fuse fuse fuse fuse
3,21,768,43827.0,Chateauneuf-Kreher doubling
3,21,864,43847.0,Chateauneuf-Kreher doubling
3,21,960,43867.0,Chateauneuf-Kreher doubling
3,21,1018,43887.0,Chateauneuf-Kreher doubling
3,21,1056,43909.0,Chateauneuf-Kreher doubling
3,21,1104,43929.0,Chateauneuf-Kreher doubling
3,21,1106,43949.0,Chateauneuf-Kreher doubling
3,21,1402,47583.0,"Restricted CPHF Ext  4( 2, 4) WCS fuse fuse"
3,21,1404,47605.0,"Restricted CPHF Ext  4( 2, 3) WCS fuse fuse"
3,21,2270,47670.0,Cyclotomy (Colbourn)
3,21,2312,48531.0,Cyclotomy (Colbourn)
3,21,2492,48595.0,"Restricted CPHF Ext  4( 0, 4) WCS fuse fuse"
3,21,2516,48617.0,"Restricted CPHF Ext  4( 0, 3) WCS fuse fuse"
3,21,2534,48639.0,"Restricted CPHF Ext  4( 0, 2) WCS fuse fuse"
3,21,2542,48661.0,"Restricted CPHF Ext  4( 0, 0) WCS fuse fuse"
3,21,2772,52706.0,Cohen-Colbourn-Ling
3,21,3048,52726.0,Cohen-Colbourn-Ling
3,21,3054,52746.0,Cohen-Colbourn-Ling
3,21,3312,52768.0,Cohen-Colbourn-Ling
3,21,3318,52808.0,Cohen-Colbourn-Ling
3,21,3563,56808.0,Cohen-Colbourn-Ling
3,21,3871,56830.0,Cohen-Colbourn-Ling
3,21,4072,58040.0,Cohen-Colbourn-Ling
3,21,4416,58062.0,Cohen-Colbourn-Ling
3,21,4581,58289.0,Cohen-Colbourn-Ling
3,21,4968,58311.0,Cohen-Colbourn-Ling
3,21,5090,58335.0,Cohen-Colbourn-Ling
3,21,5520,58357.0,Cohen-Colbourn-Ling
3,21,5599,58410.0,Cohen-Colbourn-Ling
3,21,6072,58432.0,Cohen-Colbourn-Ling
3,21,6108,58458.0,Cohen-Colbourn-Ling
3,21,6624,58480.0,Cohen-Colbourn-Ling
3,21,7176,58520.0,Cohen-Colbourn-Ling
3,21,7635,58559.0,Cohen-Colbourn-Ling
3,21,7728,58566.0,Cohen-Colbourn-Ling
3,21,8280,58581.0,Cohen-Colbourn-Ling
3,21,8653,58616.0,Cohen-Colbourn-Ling
3,21,8832,58621.0,Cohen-Colbourn-Ling
3,21,9162,58626.0,Cohen-Colbourn-Ling
3,21,9671,58638.0,Cohen-Colbourn-Ling
3,21,9936,58648.0,Cohen-Colbourn-Ling
3,21,10000,58650.0,Cohen-Colbourn-Ling
4,21,5,194481.0,Derive from strength 5
4,21,6,213003.0,Derive from strength 5
4,21,7,246006.0,orthogonal array fuse fuse postop NCK
4,21,8,260078.0,orthogonal array fuse fuse postop NCK
4,21,9,270146.0,orthogonal array fuse fuse postop NCK
4,21,10,277359.0,orthogonal array fuse fuse postop NCK
4,21,11,279116.0,orthogonal array fuse fuse postop NCK
4,21,12,279395.0,orthogonal array fuse fuse postop NCK
4,21,13,279704.0,orthogonal array fuse fuse postop NCK
4,21,14,279711.0,orthogonal array fuse fuse postop NCK
4,21,15,279792.0,orthogonal array fuse fuse postop NCK
4,21,16,279832.0,orthogonal array fuse fuse postop NCK
4,21,24,279837.0,orthogonal array fuse fuse
4,21,25,390612.0,orthogonal array fuse fuse fuse fuse postop NCK
4,21,26,390617.0,orthogonal array fuse fuse fuse fuse
4,21,28,531429.0,orthogonal array fuse fuse fuse fuse fuse fuse
4,21,30,547511.0,3-Restricted SCPHF RE (CL) fuse fuse
4,21,39,559149.0,2-Restricted SCPHF RE (CL) fuse fuse
4,21,40,717261.0,Colbourn-Martirosyan-TVT-Walker
4,21,42,717461.0,Colbourn-Martirosyan-TVT-Walker
4,21,44,717601.0,Colbourn-Martirosyan-TVT-Walker
4,21,46,717981.0,Colbourn-Martirosyan-TVT-Walker
4,21,48,718441.0,Colbourn-Martirosyan-TVT-Walker
4,21,86,827329.0,3-Restricted SCPHF RE (CL) fuse fuse
4,21,98,838967.0,2-Restricted SCPHF RE (CL) fuse fuse
4,21,107,839517.0,CPHF IPO 3 (WCS) fuse fuse
4,21,170,1095003.0,"3,3-Restricted SCPHF RE (CL) fuse fuse"
4,21,203,1106641.0,"3,2-Restricted SCPHF RE (CL) fuse fuse"
4,21,204,1107147.0,3-Restricted SCPHF RE (CL) fuse fuse
4,21,238,1118279.0,"2,2-Restricted SCPHF RE (CL) fuse fuse"
4,21,242,1118785.0,2-Restricted SCPHF RE (CL) fuse fuse
4,21,247,1119291.0,SCPHF Random Extension (CLS) fuse fuse
4,21,302,1119357.0,CPHF IPO 4 (WCS) fuse fuse
4,21,322,1356482.0,Colbourn-Martirosyan-TVT-Walker
4,21,345,1356564.0,Colbourn-Martirosyan-TVT-Walker
4,21,368,1356605.0,Colbourn-Martirosyan-TVT-Walker
4,21,529,1362171.0,Colbourn-Martirosyan-TVT-Walker fuse fuse
4,21,552,1386408.0,Colbourn-Martirosyan-TVT-Walker fuse
4,21,593,1398097.0,"2,2-Restricted SCPHF RE (CL) fuse fuse"
4,21,610,1398603.0,2-Restricted SCPHF RE (CL) fuse fuse
4,21,619,1399109.0,SCPHF Random Extension (CLS) fuse fuse
4,21,658,1399197.0,CPHF IPO 5 (WCS) fuse fuse
4,21,895,1642495.0,"3,3,3-Restricted SCPHF RE (CL) fuse fuse"
4,21,1039,1654639.0,"3,3-Restricted SCPHF RE (CL) fuse fuse"
4,21,1231,1666277.0,"3,2-Restricted SCPHF RE (CL) fuse fuse"
4,21,1247,1666783.0,3-Restricted SCPHF RE (CL) fuse fuse
4,21,1305,1677915.0,"2,2-Restricted SCPHF RE (CL) fuse fuse"
4,21,1380,1678421.0,2-Restricted SCPHF RE (CL) fuse fuse
4,21,1421,1678927.0,SCPHF Random Extension (CLS) fuse fuse
4,21,1461,1679037.0,CPHF Random Extension (CLS) fuse fuse
4,21,2723,1958745.0,SCPHF Random Extension (CLS) fuse fuse
4,21,2806,1958877.0,CPHF Random Extension (CLS) fuse fuse
4,21,2807,2531337.0,Add a factor
4,21,3910,2700541.0,Colbourn-Martirosyan-TVT-Walker fuse fuse
4,21,4669,2712179.0,Colbourn-Martirosyan-TVT-Walker fuse fuse
4,21,4692,2712685.0,Colbourn-Martirosyan-TVT-Walker fuse fuse
4,21,5474,2723817.0,Colbourn-Martirosyan-TVT-Walker fuse fuse
4,21,5566,2724323.0,Colbourn-Martirosyan-TVT-Walker fuse fuse
4,21,5681,2724829.0,Colbourn-Martirosyan-TVT-Walker fuse fuse
4,21,6946,2724895.0,Colbourn-Martirosyan-TVT-Walker fuse fuse
4,21,7248,2772892.0,Colbourn-Martirosyan-TVT-Walker fuse
4,21,10000,2967709.0,Colbourn-Martirosyan-TVT-Walker fuse fuse
5,21,6,4084101.0,Derive from strength 6
5,21,7,4473063.0,Ji-Li-Yin
5,21,8,5459643.0,Augment OA
5,21,9,5986292.0,Augment OA
5,21,24,6436339.0,orthogonal array fuse fuse
5,21,26,9765617.0,orthogonal array fuse fuse fuse fuse
5,21,28,14348895.0,orthogonal array fuse fuse fuse fuse fuse fuse
5,21,43,19029161.0,4-Restricted SCPHF RE (CL) fuse fuse
5,21,46,19296835.0,3-Restricted SCPHF RE (CL) fuse fuse
5,21,47,19308473.0,2-Restricted SCPHF RE (CL) fuse fuse
5,21,48,19308979.0,SCPHF Random Extension (CLS) fuse fuse
5,21,51,19309023.0,CPHF IPO 3 (WCS) fuse fuse
5,21,72,25185663.0,"4,4-Restricted SCPHF RE (CL) fuse fuse"
5,21,81,25465481.0,4-Restricted SCPHF RE (CL) fuse fuse
5,21,87,25733155.0,3-Restricted SCPHF RE (CL) fuse fuse
5,21,88,25744793.0,2-Restricted SCPHF RE (CL) fuse fuse
5,21,90,25745299.0,SCPHF Random Extension (CLS) fuse fuse
5,21,107,25745365.0,CPHF IPO 4 (WCS) fuse fuse
5,21,136,31621983.0,"4,4-Restricted SCPHF RE (CL) fuse fuse"
5,21,155,31901801.0,4-Restricted SCPHF RE (CL) fuse fuse
5,21,171,32169475.0,3-Restricted SCPHF RE (CL) fuse fuse
5,21,175,32181113.0,2-Restricted SCPHF RE (CL) fuse fuse
5,21,178,32181619.0,SCPHF Random Extension (CLS) fuse fuse
5,21,181,32181707.0,CPHF Random Extension (CLS) fuse fuse
5,21,228,37778485.0,"4,4,4-Restricted SCPHF RE (CL) fuse fuse"
5,21,259,38058303.0,"4,4-Restricted SCPHF RE (CL) fuse fuse"
5,21,299,38338121.0,4-Restricted SCPHF RE (CL) fuse fuse
5,21,332,38605795.0,3-Restricted SCPHF RE (CL) fuse fuse
5,21,342,38617433.0,2-Restricted SCPHF RE (CL) fuse fuse
5,21,344,38617939.0,SCPHF Random Extension (CLS) fuse fuse
5,21,345,38618049.0,CPHF Random Extension (CLS) fuse fuse
5,21,430,44214805.0,"4,4,4-Restricted SCPHF RE (CL) fuse fuse"
5,21,493,44494623.0,"4,4-Restricted SCPHF RE (CL) fuse fuse"
5,21,564,44774441.0,4-Restricted SCPHF RE (CL) fuse fuse
5,21,648,45042115.0,3-Restricted SCPHF RE (CL) fuse fuse
5,21,654,45053753.0,2-Restricted SCPHF RE (CL) fuse fuse
5,21,656,45054259.0,SCPHF Random Extension (CLS) fuse fuse
5,21,785,50651125.0,"4,4,4-Restricted SCPHF RE (CL) fuse fuse"
5,21,786,69066865.0,Add 1 factors
5,21,787,78954085.0,Add 2 factors
5,21,788,82843705.0,Add 3 factors
5,21,789,87411346.0,Add 4 factors
5,21,790,87781786.0,Add 5 factors
5,21,791,97500147.0,Add 23 factors
5,21,792,97511785.0,Add 23 factors
5,21,799,97521905.0,Add 23 factors
5,21,804,97533543.0,Add 23 factors
5,21,806,97626647.0,Add 23 factors
5,21,808,97661561.0,Add 23 factors
5,21,809,113079925.0,Add 25 factors fuse
5,21,810,113334925.0,Add 25 factors fuse
5,21,860,118954103.0,Martirosyan-TVT
5,21,865,119233921.0,Martirosyan-TVT variant
5,21,961,119282535.0,Martirosyan-TVT variant
5,21,986,119331149.0,Martirosyan-TVT
5,21,1018,119610967.0,Martirosyan-TVT
5,21,1019,119632505.0,Martirosyan-TVT variant
5,21,1057,119654043.0,Martirosyan-TVT variant
5,21,1058,119702701.0,Martirosyan-TVT
5,21,1104,120187441.0,Martirosyan-TVT
5,21,1105,120421221.0,Martirosyan-TVT variant
5,21,1106,120469879.0,Martirosyan-TVT
5,21,1107,127227007.0,Martirosyan-TVT variant
5,21,2116,128726419.0,"perfect hash family20,2116,23,c fuse fuse"
5,21,2117,128726760.0,"perfect hash family20,2117,24"
5,21,3174,132810860.0,Power CT23^3T17
5,21,3703,133199822.0,Power CT23^3T16
5,21,4232,134186402.0,Power CT23^3T15
5,21,4761,134713051.0,Power CT23^3T14
5,21,10000,135162739.0,"perfect hash family21,12167,23,c fuse fuse"
6,21,7,85766121.0,composition
6,21,8,104648405.0,Augment OA
6,21,9,115485066.0,Augment OA
6,21,10,127301940.0,Augment OA
6,21,11,140142906.0,Augment OA
6,21,24,148035885.0,orthogonal array fuse fuse
6,21,26,244140617.0,orthogonal array fuse fuse fuse fuse
6,21,28,387420477.0,orthogonal array fuse fuse fuse fuse fuse fuse
6,21,29,443827799.0,4-Restricted SCPHF RE (CL) fuse fuse
6,21,30,444107111.0,2-Restricted SCPHF RE (CL) fuse fuse
6,21,31,444107617.0,SCPHF Random Extension (CLS) fuse fuse
6,21,34,444107661.0,CPHF IPO 3 (WCS) fuse fuse
6,21,41,579270843.0,"5,5-Restricted SCPHF RE (CL) fuse fuse"
6,21,45,585707163.0,5-Restricted SCPHF RE (CL) fuse fuse
6,21,51,591863665.0,4-Restricted SCPHF RE (CL) fuse fuse
6,21,52,592142977.0,2-Restricted SCPHF RE (CL) fuse fuse
6,21,70,727306709.0,"5,5-Restricted SCPHF RE (CL) fuse fuse"
6,21,78,733743029.0,5-Restricted SCPHF RE (CL) fuse fuse
6,21,85,739899531.0,4-Restricted SCPHF RE (CL) fuse fuse
6,21,87,740167205.0,3-Restricted SCPHF RE (CL) fuse fuse
6,21,106,868906255.0,"5,5,5-Restricted SCPHF RE (CL) fuse fuse"
6,21,119,875342575.0,"5,5-Restricted SCPHF RE (CL) fuse fuse"
6,21,133,881778895.0,5-Restricted SCPHF RE (CL) fuse fuse
6,21,145,887935397.0,4-Restricted SCPHF RE (CL) fuse fuse
6,21,146,888214709.0,2-Restricted SCPHF RE (CL) fuse fuse
6,21,148,888215215.0,SCPHF Random Extension (CLS) fuse fuse
6,21,249,1036251081.0,SCPHF Random Extension (CLS) fuse fuse
6,21,250,1506381021.0,Add 1 factors
6,21,265,1708984217.0,SCPHF Random Extension (CLS) fuse fuse fuse fuse
6,21,266,2179114157.0,Add 1 factors
6,21,529,2368573875.0,"perfect hash family16,529,23,c fuse fuse"
6,21,530,2368574144.0,Power CT23^2+1
6,21,531,2940685964.0,Add 1 factors
6,21,532,3155267744.0,Add 2 factors
6,21,533,3336783344.0,Add 3 factors
6,21,534,3541726632.0,Add 5 factors
6,21,535,3541939903.0,Add 5 factors
6,21,553,3617935660.0,Power CT25^2Arc(3)
6,21,576,3714040392.0,Power CT25^2T1T1
6,21,600,3810145124.0,Power CT25^2T1
6,21,625,3906249617.0,"perfect hash family16,625,25,c fuse fuse fuse fuse"
6,21,626,3906249856.0,Power CT25^2+1
6,21,627,4493912596.0,Add 1 factors
6,21,628,4769458216.0,Add 2 factors
6,21,629,4955789536.0,Add 3 factors
6,21,630,5160662430.0,Add 5 factors
6,21,631,5164709707.0,Add 5 factors
6,21,632,5274883022.0,Add 6 factors
6,21,634,5512605819.0,Add 23 factors
6,21,643,5512861855.0,Add 23 factors
6,21,648,5512906383.0,Add 23 factors
6,21,649,5517992428.0,Add 23 factors
6,21,651,5768888036.0,Power CT27^2Arc(3)
6,21,676,5912167896.0,Power CT27^2T1T1
6,21,702,6055447756.0,Power CT27^2T1
6,21,730,6198727616.0,Power CT27^2+1
6,21,735,6217506480.0,"perfect hash family6,735,249"
6,21,744,6365542508.0,Power N-CT31^2T7
6,21,754,6457729788.0,Power N-CT29^2T3
6,21,755,6461646228.0,Power N-CT31^2Arc(2)T5
6,21,780,6461646734.0,Power N-CT31^2T5T1
6,21,806,6461647240.0,Power N-CT31^2T5
6,21,860,6505382358.0,Martirosyan-TVT
6,21,865,6510978718.0,Martirosyan-TVT variant
6,21,961,6513703060.0,Martirosyan-TVT variant
6,21,986,6516427402.0,Martirosyan-TVT
6,21,1018,6522023762.0,Martirosyan-TVT
6,21,1019,6522558516.0,Martirosyan-TVT variant
6,21,1057,6523093754.0,Martirosyan-TVT variant
6,21,1058,6525818096.0,Martirosyan-TVT
6,21,1059,6549570625.0,Martirosyan-TVT variant
6,21,1060,6573322885.0,Martirosyan-TVT
6,21,1062,7145434705.0,Martirosyan-TVT
6,21,1064,7360016485.0,Martirosyan-TVT
6,21,1066,7541532085.0,Martirosyan-TVT
6,21,1250,7731203385.0,"perfect hash familyD16,1250,50^11 25^5"
6,21,1271,7974628562.0,Power N-CT41^2T10
6,21,1394,7974628606.0,Power N-CT41^2T7
6,21,1462,8058300766.0,Power N-CT43^2T9
6,21,1681,8109791788.0,Power N-CT41^2
6,21,1763,8193463948.0,Power N-CT43^2T2
6,21,1851,8199900268.0,Power N-CT43^2+2
6,21,1939,8267621790.0,"Power N-CT47^2Trin2,2,2"
6,21,2025,8273778292.0,Power N-CT47^2T2T2
6,21,2115,8279934794.0,Power N-CT47^2T2
6,21,2213,8286091296.0,"perfect hash family14,2213,51"
6,21,2214,8290001664.0,"perfect hash family14,2214,52"
6,21,2239,8560329128.0,Power N-CT53^2Arc(12)
6,21,2281,8695492860.0,Power N-CT53^2Arc(11)
6,21,2324,8830656592.0,Power N-CT53^2Arc(10)
6,21,2368,8965820324.0,Power N-CT53^2Arc(9)
6,21,2413,9100984056.0,Power N-CT53^2Arc(8)
6,21,2459,9236147788.0,Power N-CT53^2Arc(7)
6,21,2514,9248464316.0,"Power N-CT73^2Trin3,22,22"
6,21,2562,9248743628.0,"Power N-CT73^2Trin3,21,22"
6,21,2611,9249022940.0,"Power N-CT73^2Trin3,21,21"
6,21,2652,9255179948.0,Power N-CT73^2T22T21
6,21,2704,9255459260.0,Power N-CT73^2T21T21
6,21,2822,9322902020.0,Power N-CT83^2T49
6,21,3024,9377750858.0,"Power N-CT73^2Trin3,3,28"
6,21,3426,9383907360.0,"Power N-CT73^2Trin3,3,22"
6,21,3493,9384186672.0,"Power N-CT73^2Trin3,3,21"
6,21,3570,9390343680.0,Power N-CT73^2T22T3
6,21,3640,9390622992.0,Power N-CT73^2T21T3
6,21,3723,9396780000.0,Power N-CT73^2T22
6,21,3796,9397059312.0,Power N-CT73^2T21
6,21,3811,9433998324.0,Power N-CT79^2Arc(6)T27
6,21,3858,9440154826.0,Power N-CT79^2Arc(5)T27
6,21,3906,9446311328.0,Power N-CT79^2Arc(4)T27
6,21,3955,9452467830.0,Power N-CT79^2Arc(3)T27
6,21,4005,9458624332.0,Power N-CT79^2Arc(2)T27
6,21,4056,9464780834.0,Power N-CT79^2T27T1
6,21,4233,9470658024.0,Power N-CT83^2T32
6,21,4316,9470937336.0,Power N-CT83^2T31
