"family","t","v","k","N","Source","m","base_tag","N_pred","tier"
"fuse",5,24,712,68359223,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",68359223,"ARITHMETIC"
"fuse",5,24,2500,195312023,"perfect hash family20,2500,25,c fuse",1,"perfect hash family20,2500,25,c",195312023,"ARITHMETIC"
"fuse",6,24,26,244140623,"orthogonal array fuse",1,"orthogonal array",244140623,"ARITHMETIC"
"fuse",6,24,28,387420483,"orthogonal array fuse fuse fuse",3,"orthogonal array",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",6,24,30,594823311,"orthogonal array fuse fuse fuse fuse fuse",5,"orthogonal array",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",6,24,31,732406223,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",732406223,"ARITHMETIC"
"fuse",6,24,36,732421871,"CPHF IPO 3 (WCS) fuse",1,"CPHF IPO 3 (WCS)",732421871,"ARITHMETIC"
"fuse",6,24,43,957031223,"5,5-Restricted SCPHF RE (CL) fuse",1,"5,5-Restricted SCPHF RE (CL)",957031223,"ARITHMETIC"
"fuse",6,24,49,966796823,"5-Restricted SCPHF RE (CL) fuse",1,"5-Restricted SCPHF RE (CL)",966796823,"ARITHMETIC"
"fuse",6,24,54,976171823,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",976171823,"ARITHMETIC"
"fuse",6,24,55,976561823,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",976561823,"ARITHMETIC"
"fuse",6,24,56,976562423,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",976562423,"ARITHMETIC"
"fuse",6,24,76,1201171823,"5,5-Restricted SCPHF RE (CL) fuse",1,"5,5-Restricted SCPHF RE (CL)",1201171823,"ARITHMETIC"
"fuse",6,24,82,1210937423,"5-Restricted SCPHF RE (CL) fuse",1,"5-Restricted SCPHF RE (CL)",1210937423,"ARITHMETIC"
"fuse",6,24,91,1220312423,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",1220312423,"ARITHMETIC"
"fuse",6,24,93,1220687423,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",1220687423,"ARITHMETIC"
"fuse",6,24,95,1220702423,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",1220702423,"ARITHMETIC"
"fuse",6,24,96,1220703119,"CPHF Random Extension (CLS) fuse",1,"CPHF Random Extension (CLS)",1220703119,"ARITHMETIC"
"fuse",6,24,116,1435546823,"5,5,5-Restricted SCPHF RE (CL) fuse",1,"5,5,5-Restricted SCPHF RE (CL)",1435546823,"ARITHMETIC"
"fuse",6,24,132,1445312423,"5,5-Restricted SCPHF RE (CL) fuse",1,"5,5-Restricted SCPHF RE (CL)",1445312423,"ARITHMETIC"
"fuse",6,24,147,1455078023,"5-Restricted SCPHF RE (CL) fuse",1,"5-Restricted SCPHF RE (CL)",1455078023,"ARITHMETIC"
"fuse",6,24,161,1464453023,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",1464453023,"ARITHMETIC"
"fuse",6,24,163,1464828023,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",1464828023,"ARITHMETIC"
"fuse",6,24,166,1464843023,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",1464843023,"ARITHMETIC"
"fuse",6,24,169,1464843623,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",1464843623,"ARITHMETIC"
"fuse",6,24,265,1708984223,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",1708984223,"ARITHMETIC"
"fuse",6,24,625,3906249623,"perfect hash family16,625,25,c fuse",1,"perfect hash family16,625,25,c",3906249623,"ARITHMETIC"
"fuse",3,25,28,19679,"orthogonal array fuse fuse",2,"orthogonal array",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",3,25,705,39335,"SCPHF LFSR (TJ-IM) fuse fuse",2,"SCPHF LFSR (TJ-IM)",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",3,25,757,39361,"Raaphorst-Moura-Stevens fuse fuse",2,"Raaphorst-Moura-Stevens",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",3,25,815,48741,"SCPHF LFSR (TJ-IM) fuse fuse fuse fuse",4,"SCPHF LFSR (TJ-IM)",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",3,25,871,48769,"Raaphorst-Moura-Stevens fuse fuse fuse fuse",4,"Raaphorst-Moura-Stevens",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",3,25,933,59539,"SCPHF LFSR (TJ-IM) fuse fuse fuse fuse fuse fuse",6,"SCPHF LFSR (TJ-IM)",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",3,25,993,59569,"Raaphorst-Moura-Stevens fuse fuse fuse fuse fuse fuse",6,"Raaphorst-Moura-Stevens",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",4,25,28,531437,"orthogonal array fuse fuse",2,"orthogonal array",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",4,25,30,707273,"orthogonal array fuse fuse fuse fuse",4,"orthogonal array",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",5,25,28,14348903,"orthogonal array fuse fuse",2,"orthogonal array",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",5,25,30,20511141,"orthogonal array fuse fuse fuse fuse",4,"orthogonal array",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",5,25,32,28629139,"orthogonal array fuse fuse fuse fuse fuse fuse",6,"orthogonal array",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",6,25,28,387420485,"orthogonal array fuse fuse",2,"orthogonal array",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",6,25,30,594823313,"orthogonal array fuse fuse fuse fuse",4,"orthogonal array",NA,"INGREDIENT_OUTSIDE_TABLE"
